route_id,train_no,day_id,station_code,station_name,distance_km,scheduled_time,actual_time,delay_minutes,weather_factor,congestion_factor,dwell_extra_minutes,weather_delay_contrib,congestion_delay_contrib,random_event_delay_contrib,hour_of_day,station_seq
GHY-APDJ,12010,65,KOJ,Kokrajhar,220,2025-03-07 13:24:00.064207999,2025-03-07 13:24:03.755022913,0.1,0.99,0.93,1.62,-0.19,-1.37,0.0,13,3
GHY-APDJ,12010,65,APDJ,Alipurduar Jn,300,2025-03-07 14:38:10.996647272,2025-03-07 14:40:43.848677886,2.5,1.16,0.96,0.82,2.41,-0.73,0.0,14,4
GHY-APDJ,12010,66,GHY,Guwahati,0,2025-03-08 17:00:00.000000000,2025-03-08 17:01:02.419386076,1.0,1.24,0.85,0.35,3.61,-2.93,0.0,17,0
GHY-APDJ,12010,66,RNY,Rangiya Jn,30,2025-03-08 17:27:49.099664727,2025-03-08 17:27:49.099664727,0.0,0.82,0.83,0.79,-2.76,-3.31,0.0,17,1
GHY-APDJ,12010,66,NBQ,New Bongaigaon,180,2025-03-08 19:46:54.597988363,2025-03-08 19:55:17.931601767,8.4,0.97,1.39,0.99,-0.38,7.78,0.0,19,2
GHY-APDJ,12010,66,KOJ,Kokrajhar,220,2025-03-08 20:24:00.064207999,2025-03-08 20:43:34.898808155,19.6,1.12,1.46,1.85,1.82,9.22,0.82,20,3
GHY-APDJ,12010,66,APDJ,Alipurduar Jn,300,2025-03-08 21:38:10.996647272,2025-03-08 21:59:45.680348211,21.6,0.99,0.88,0.94,-0.22,-2.42,9.57,21,4
GHY-APDJ,12010,67,GHY,Guwahati,0,2025-03-09 09:00:00.000000000,2025-03-09 09:00:00.000000000,0.0,0.88,1.06,0.17,-1.73,1.23,0.0,9,0
GHY-APDJ,12010,67,RNY,Rangiya Jn,30,2025-03-09 09:27:49.099664727,2025-03-09 09:41:39.194416425,13.8,0.99,1.37,0.73,-0.21,7.32,5.99,9,1
GHY-APDJ,12010,67,NBQ,New Bongaigaon,180,2025-03-09 11:46:54.597988363,2025-03-09 11:56:13.312579074,9.3,1.08,0.91,0.2,1.27,-1.85,0.0,11,2
GHY-APDJ,12010,67,KOJ,Kokrajhar,220,2025-03-09 12:24:00.064207999,2025-03-09 12:29:14.273740905,5.2,1.06,0.88,0.28,0.9,-2.47,0.0,12,3
GHY-APDJ,12010,67,APDJ,Alipurduar Jn,300,2025-03-09 13:38:10.996647272,2025-03-09 13:43:42.725311901,5.5,1.1,1.01,0.27,1.44,0.15,0.0,13,4
GHY-APDJ,12010,68,GHY,Guwahati,0,2025-03-10 11:00:00.000000000,2025-03-10 11:00:23.854940001,0.4,1.03,0.98,0.42,0.45,-0.48,0.0,11,0
GHY-APDJ,12010,68,RNY,Rangiya Jn,30,2025-03-10 11:27:49.099664727,2025-03-10 11:29:52.555911067,2.1,0.94,1.1,0.63,-0.87,2.02,0.0,11,1
GHY-APDJ,12010,68,NBQ,New Bongaigaon,180,2025-03-10 13:46:54.597988363,2025-03-10 13:47:09.390773943,0.2,0.91,0.98,0.44,-1.28,-0.35,0.0,13,2
GHY-APDJ,12010,68,KOJ,Kokrajhar,220,2025-03-10 14:24:00.064207999,2025-03-10 14:25:43.045168428,1.7,0.92,0.95,3.67,-1.2,-0.92,0.0,14,3
GHY-APDJ,12010,68,APDJ,Alipurduar Jn,300,2025-03-10 15:38:10.996647272,2025-03-10 15:39:33.668413279,1.4,1.01,0.96,0.75,0.21,-0.78,0.0,15,4
GHY-APDJ,12010,69,GHY,Guwahati,0,2025-03-11 19:00:00.000000000,2025-03-11 19:02:49.028056194,2.8,0.98,1.15,0.15,-0.32,2.99,0.0,19,0
GHY-APDJ,12010,69,RNY,Rangiya Jn,30,2025-03-11 19:27:49.099664727,2025-03-11 19:32:58.943232362,5.2,0.95,1.19,0.15,-0.71,3.76,0.0,19,1
GHY-APDJ,12010,69,NBQ,New Bongaigaon,180,2025-03-11 21:46:54.597988363,2025-03-11 21:57:05.100897770,10.2,1.19,1.17,0.32,2.81,3.43,0.0,21,2
GHY-APDJ,12010,69,KOJ,Kokrajhar,220,2025-03-11 22:24:00.064207999,2025-03-11 22:35:04.890422330,11.1,0.98,1.04,3.41,-0.33,0.88,0.0,22,3
GHY-APDJ,12010,69,APDJ,Alipurduar Jn,300,2025-03-11 23:38:10.996647272,2025-03-11 23:50:04.402312243,11.9,1.1,0.96,3.53,1.5,-0.9,0.0,23,4
GHY-APDJ,12010,70,GHY,Guwahati,0,2025-03-12 06:00:00.000000000,2025-03-12 06:02:12.102990050,2.2,1.19,0.94,0.63,2.79,-1.22,0.0,6,0
GHY-APDJ,12010,70,RNY,Rangiya Jn,30,2025-03-12 06:27:49.099664727,2025-03-12 06:30:05.167077108,2.3,0.85,0.88,1.72,-2.31,-2.46,3.78,6,1
GHY-APDJ,12010,70,NBQ,New Bongaigaon,180,2025-03-12 08:46:54.597988363,2025-03-12 08:53:35.611665985,6.7,0.99,1.2,1.3,-0.14,3.94,0.0,8,2
GHY-APDJ,12010,70,KOJ,Kokrajhar,220,2025-03-12 09:24:00.064207999,2025-03-12 09:42:54.839265926,18.9,0.97,1.28,9.15,-0.5,5.59,0.0,9,3
GHY-APDJ,12010,70,APDJ,Alipurduar Jn,300,2025-03-12 10:38:10.996647272,2025-03-12 10:55:36.567982053,17.4,1.15,1.01,0.91,2.29,0.29,0.7,10,4
GHY-APDJ,12010,71,GHY,Guwahati,0,2025-03-13 12:00:00.000000000,2025-03-13 12:00:00.000000000,0.0,0.98,0.8,3.71,-0.36,-3.93,0.0,12,0
GHY-APDJ,12010,71,RNY,Rangiya Jn,30,2025-03-13 12:27:49.099664727,2025-03-13 12:29:26.081066073,1.6,0.8,1.05,2.41,-3.06,1.04,1.22,12,1
GHY-APDJ,12010,71,NBQ,New Bongaigaon,180,2025-03-13 14:46:54.597988363,2025-03-13 14:46:54.597988363,0.0,0.84,0.89,0.12,-2.47,-2.15,0.0,14,2
GHY-APDJ,12010,71,KOJ,Kokrajhar,220,2025-03-13 15:24:00.064207999,2025-03-13 15:27:47.891144526,3.8,1.07,1.04,2.02,1.03,0.75,0.0,15,3
GHY-APDJ,12010,71,APDJ,Alipurduar Jn,300,2025-03-13 16:38:10.996647272,2025-03-13 16:44:05.681336524,5.9,1.02,1.11,0.72,0.34,2.2,0.0,16,4
GHY-APDJ,12010,72,GHY,Guwahati,0,2025-03-14 09:00:00.000000000,2025-03-14 09:05:39.053646550,5.7,1.06,1.23,0.07,0.93,4.66,0.0,9,0
GHY-APDJ,12010,72,RNY,Rangiya Jn,30,2025-03-14 09:27:49.099664727,2025-03-14 09:37:59.849609058,10.2,0.9,1.34,1.02,-1.53,6.73,0.0,9,1
GHY-APDJ,12010,72,NBQ,New Bongaigaon,180,2025-03-14 11:46:54.597988363,2025-03-14 11:57:29.160814686,10.6,1.07,1.1,0.37,0.99,2.09,0.0,11,2
GHY-APDJ,12010,72,KOJ,Kokrajhar,220,2025-03-14 12:24:00.064207999,2025-03-14 12:34:58.243840257,11.0,0.95,0.97,1.39,-0.75,-0.55,3.49,12,3
GHY-APDJ,12010,72,APDJ,Alipurduar Jn,300,2025-03-14 13:38:10.996647272,2025-03-14 13:56:09.941705601,18.0,0.92,1.15,0.04,-1.22,3.09,8.4,13,4
GHY-APDJ,12010,73,GHY,Guwahati,0,2025-03-15 09:00:00.000000000,2025-03-15 09:08:24.590680102,8.4,1.19,1.17,2.05,2.87,3.49,0.0,9,0
GHY-APDJ,12010,73,RNY,Rangiya Jn,30,2025-03-15 09:27:49.099664727,2025-03-15 09:39:53.574304155,12.1,1.02,1.24,0.98,0.36,4.85,0.0,9,1
GHY-APDJ,12010,73,NBQ,New Bongaigaon,180,2025-03-15 11:46:54.597988363,2025-03-15 11:58:19.705130898,11.4,1.01,1.12,0.33,0.15,2.49,0.0,11,2
GHY-APDJ,12010,73,KOJ,Kokrajhar,220,2025-03-15 12:24:00.064207999,2025-03-15 12:34:19.946802938,10.3,0.96,1.04,2.16,-0.65,0.83,0.0,12,3
GHY-APDJ,12010,73,APDJ,Alipurduar Jn,300,2025-03-15 13:38:10.996647272,2025-03-15 13:51:18.442949185,13.1,1.01,1.15,2.8,0.18,2.91,0.0,13,4
GHY-APDJ,12010,74,GHY,Guwahati,0,2025-03-16 19:00:00.000000000,2025-03-16 19:04:28.696232225,4.5,0.92,1.27,0.25,-1.18,5.41,0.0,19,0
GHY-APDJ,12010,74,RNY,Rangiya Jn,30,2025-03-16 19:27:49.099664727,2025-03-16 19:39:31.030520261,11.7,1.05,1.38,0.16,0.78,7.62,0.0,19,1
GHY-APDJ,12010,74,NBQ,New Bongaigaon,180,2025-03-16 21:46:54.597988363,2025-03-16 21:57:12.503961933,10.3,1.05,0.94,0.5,0.78,-1.25,2.08,21,2
GHY-APDJ,12010,74,KOJ,Kokrajhar,220,2025-03-16 22:24:00.064207999,2025-03-16 22:32:56.792512660,8.9,0.96,1.02,0.86,-0.56,0.36,1.08,22,3
GHY-APDJ,12010,74,APDJ,Alipurduar Jn,300,2025-03-16 23:38:10.996647272,2025-03-16 23:44:26.696457123,6.3,1.04,0.96,0.1,0.67,-0.76,0.0,23,4
GHY-APDJ,12010,75,GHY,Guwahati,0,2025-03-17 16:00:00.000000000,2025-03-17 16:00:00.000000000,0.0,0.99,0.98,0.0,-0.12,-0.43,0.0,16,0
GHY-APDJ,12010,75,RNY,Rangiya Jn,30,2025-03-17 16:27:49.099664727,2025-03-17 16:28:27.726876963,0.6,0.95,0.99,1.58,-0.74,-0.19,0.0,16,1
GHY-APDJ,12010,75,NBQ,New Bongaigaon,180,2025-03-17 18:46:54.597988363,2025-03-17 18:51:43.986225744,4.8,0.99,1.21,0.26,-0.11,4.23,0.0,18,2
GHY-APDJ,12010,75,KOJ,Kokrajhar,220,2025-03-17 19:24:00.064207999,2025-03-17 19:44:21.075192226,20.4,0.87,1.17,10.03,-2.0,3.36,5.59,19,3
GHY-APDJ,12010,75,APDJ,Alipurduar Jn,300,2025-03-17 20:38:10.996647272,2025-03-17 21:03:28.473014376,25.3,1.06,1.28,4.55,0.86,5.63,0.0,20,4
GHY-APDJ,12010,76,GHY,Guwahati,0,2025-03-18 13:00:00.000000000,2025-03-18 13:00:00.000000000,0.0,0.82,1.08,0.01,-2.66,1.55,0.0,13,0
GHY-APDJ,12010,76,RNY,Rangiya Jn,30,2025-03-18 13:27:49.099664727,2025-03-18 13:27:49.099664727,0.0,0.9,1.03,0.46,-1.54,0.66,0.0,13,1
GHY-APDJ,12010,76,NBQ,New Bongaigaon,180,2025-03-18 15:46:54.597988363,2025-03-18 15:48:50.113094029,1.9,1.04,0.99,1.51,0.53,-0.11,0.0,15,2
GHY-APDJ,12010,76,KOJ,Kokrajhar,220,2025-03-18 16:24:00.064207999,2025-03-18 16:27:33.422980008,3.6,0.95,1.07,1.55,-0.69,1.35,0.0,16,3
GHY-APDJ,12010,76,APDJ,Alipurduar Jn,300,2025-03-18 17:38:10.996647272,2025-03-18 17:44:14.090707519,6.1,1.13,0.98,1.93,2.0,-0.38,0.0,17,4
GHY-APDJ,12010,77,GHY,Guwahati,0,2025-03-19 05:00:00.000000000,2025-03-19 05:00:00.000000000,0.0,0.99,0.98,0.16,-0.19,-0.5,0.0,5,0
GHY-APDJ,12010,77,RNY,Rangiya Jn,30,2025-03-19 05:27:49.099664727,2025-03-19 05:31:10.327482575,3.4,1.01,1.1,1.27,0.17,1.92,0.0,5,1
GHY-APDJ,12010,77,NBQ,New Bongaigaon,180,2025-03-19 07:46:54.597988363,2025-03-19 07:57:51.758713273,11.0,1.12,1.3,0.69,1.87,6.04,0.0,7,2
GHY-APDJ,12010,77,KOJ,Kokrajhar,220,2025-03-19 08:24:00.064207999,2025-03-19 08:36:54.712055262,12.9,0.99,1.25,0.36,-0.09,4.98,0.0,8,3
GHY-APDJ,12010,77,APDJ,Alipurduar Jn,300,2025-03-19 09:38:10.996647272,2025-03-19 09:56:10.956688097,18.0,0.83,1.29,0.33,-2.6,5.71,5.52,9,4
GHY-APDJ,12010,78,GHY,Guwahati,0,2025-03-20 09:00:00.000000000,2025-03-20 09:10:25.346251675,10.4,1.15,1.39,0.34,2.21,7.86,0.0,9,0
GHY-APDJ,12010,78,RNY,Rangiya Jn,30,2025-03-20 09:27:49.099664727,2025-03-20 09:53:01.914532821,25.2,0.89,1.45,1.72,-1.64,9.05,8.78,9,1
GHY-APDJ,12010,78,NBQ,New Bongaigaon,180,2025-03-20 11:46:54.597988363,2025-03-20 12:05:17.457034913,18.4,0.87,1.03,1.79,-1.89,0.53,0.3,11,2
GHY-APDJ,12010,78,KOJ,Kokrajhar,220,2025-03-20 12:24:00.064207999,2025-03-20 12:37:15.503820678,13.3,1.03,0.99,0.12,0.38,-0.12,0.0,12,3
GHY-APDJ,12010,78,APDJ,Alipurduar Jn,300,2025-03-20 13:38:10.996647272,2025-03-20 13:44:45.048301372,6.6,0.86,0.95,0.4,-2.16,-0.95,0.0,13,4
GHY-APDJ,12010,79,GHY,Guwahati,0,2025-03-21 15:00:00.000000000,2025-03-21 15:03:16.751593727,3.3,1.03,0.91,3.47,0.47,-1.83,1.17,15,0
GHY-APDJ,12010,79,RNY,Rangiya Jn,30,2025-03-21 15:27:49.099664727,2025-03-21 15:31:30.224646192,3.7,0.95,1.04,0.94,-0.71,0.72,0.44,15,1
GHY-APDJ,12010,79,NBQ,New Bongaigaon,180,2025-03-21 17:46:54.597988363,2025-03-21 17:47:33.305980385,0.6,0.79,1.03,0.69,-3.18,0.55,0.0,17,2
GHY-APDJ,12010,79,KOJ,Kokrajhar,220,2025-03-21 18:24:00.064207999,2025-03-21 18:29:52.924716395,5.9,0.77,1.27,3.41,-3.43,5.45,0.0,18,3
GHY-APDJ,12010,79,APDJ,Alipurduar Jn,300,2025-03-21 19:38:10.996647272,2025-03-21 19:48:51.210601711,10.7,0.97,1.29,1.03,-0.38,5.9,0.0,19,4
GHY-APDJ,12010,80,GHY,Guwahati,0,2025-03-22 11:00:00.000000000,2025-03-22 11:00:00.000000000,0.0,0.93,0.95,1.35,-1.12,-1.04,0.0,11,0
GHY-APDJ,12010,80,RNY,Rangiya Jn,30,2025-03-22 11:27:49.099664727,2025-03-22 11:27:49.099664727,0.0,0.97,0.9,0.18,-0.48,-2.02,0.0,11,1
GHY-APDJ,12010,80,NBQ,New Bongaigaon,180,2025-03-22 13:46:54.597988363,2025-03-22 13:47:58.207864070,1.1,0.92,1.07,0.91,-1.2,1.34,0.0,13,2
GHY-APDJ,12010,80,KOJ,Kokrajhar,220,2025-03-22 14:24:00.064207999,2025-03-22 14:25:11.721642087,1.2,1.09,0.93,0.53,1.36,-1.43,0.0,14,3
GHY-APDJ,12010,80,APDJ,Alipurduar Jn,300,2025-03-22 15:38:10.996647272,2025-03-22 15:39:50.063736880,1.7,0.79,1.14,1.2,-3.1,2.72,0.0,15,4
GHY-APDJ,12010,81,GHY,Guwahati,0,2025-03-23 18:00:00.000000000,2025-03-23 18:05:49.300666031,5.8,1.03,1.16,2.16,0.49,3.17,0.0,18,0
GHY-APDJ,12010,81,RNY,Rangiya Jn,30,2025-03-23 18:27:49.099664727,2025-03-23 18:39:30.302208206,11.7,0.84,1.46,0.87,-2.43,9.17,0.0,18,1
GHY-APDJ,12010,81,NBQ,New Bongaigaon,180,2025-03-23 20:46:54.597988363,2025-03-23 21:05:38.235722330,18.7,0.95,1.53,0.82,-0.78,10.51,0.0,20,2
GHY-APDJ,12010,81,KOJ,Kokrajhar,220,2025-03-23 21:24:00.064207999,2025-03-23 21:37:31.029909950,13.5,1.06,0.94,0.64,0.93,-1.16,0.0,21,3
GHY-APDJ,12010,81,APDJ,Alipurduar Jn,300,2025-03-23 22:38:10.996647272,2025-03-23 22:52:44.841567022,14.6,1.06,1.15,1.23,0.95,2.92,0.0,22,4
GHY-APDJ,12010,82,GHY,Guwahati,0,2025-03-24 21:00:00.000000000,2025-03-24 21:00:00.000000000,0.0,0.9,0.92,1.0,-1.56,-1.58,0.0,21,0
GHY-APDJ,12010,82,RNY,Rangiya Jn,30,2025-03-24 21:27:49.099664727,2025-03-24 21:27:49.099664727,0.0,0.89,0.81,3.21,-1.68,-3.8,0.0,21,1
GHY-APDJ,12010,82,NBQ,New Bongaigaon,180,2025-03-24 23:46:54.597988363,2025-03-24 23:46:54.597988363,0.0,0.99,0.92,0.5,-0.1,-1.63,0.0,23,2
GHY-APDJ,12010,82,KOJ,Kokrajhar,220,2025-03-25 00:24:00.064207999,2025-03-25 00:26:04.667347824,2.1,0.94,0.86,5.73,-0.94,-2.71,0.0,0,3
GHY-APDJ,12010,82,APDJ,Alipurduar Jn,300,2025-03-25 01:38:10.996647272,2025-03-25 01:41:21.807973652,3.2,1.02,1.01,1.22,0.32,0.19,0.0,1,4
GHY-APDJ,12010,83,GHY,Guwahati,0,2025-03-25 10:00:00.000000000,2025-03-25 10:00:38.032257109,0.6,0.96,1.04,0.36,-0.53,0.81,0.0,10,0
GHY-APDJ,12010,83,RNY,Rangiya Jn,30,2025-03-25 10:27:49.099664727,2025-03-25 10:30:22.433990581,2.6,0.88,1.08,2.17,-1.76,1.7,0.0,10,1
GHY-APDJ,12010,83,NBQ,New Bongaigaon,180,2025-03-25 12:46:54.597988363,2025-03-25 12:50:55.283817950,4.0,0.94,1.06,1.91,-0.96,1.27,0.01,12,2
GHY-APDJ,12010,83,KOJ,Kokrajhar,220,2025-03-25 13:24:00.064207999,2025-03-25 13:37:38.352195213,13.6,0.99,0.96,2.76,-0.15,-0.75,8.97,13,3
GHY-APDJ,12010,83,APDJ,Alipurduar Jn,300,2025-03-25 14:38:10.996647272,2025-03-25 14:50:38.942247579,12.5,1.09,1.07,0.26,1.33,1.33,0.0,14,4
GHY-APDJ,12010,84,GHY,Guwahati,0,2025-03-26 16:00:00.000000000,2025-03-26 16:00:25.432804730,0.4,1.06,0.94,0.32,0.89,-1.26,0.47,16,0
GHY-APDJ,12010,84,RNY,Rangiya Jn,30,2025-03-26 16:27:49.099664727,2025-03-26 16:34:01.348107370,6.2,1.01,1.1,0.84,0.11,2.06,2.9,16,1
GHY-APDJ,12010,84,NBQ,New Bongaigaon,180,2025-03-26 18:46:54.597988363,2025-03-26 19:03:38.633904299,16.7,0.92,1.44,0.33,-1.23,8.76,4.53,18,2
GHY-APDJ,12010,84,KOJ,Kokrajhar,220,2025-03-26 19:24:00.064207999,2025-03-26 19:40:55.531840822,16.9,1.05,1.15,1.52,0.73,2.96,0.0,19,3
GHY-APDJ,12010,84,APDJ,Alipurduar Jn,300,2025-03-26 20:38:10.996647272,2025-03-26 20:58:00.259866497,19.8,0.8,1.53,0.0,-2.96,10.52,0.41,20,4
GHY-APDJ,12010,85,GHY,Guwahati,0,2025-03-27 17:00:00.000000000,2025-03-27 17:05:41.695647642,5.7,1.06,1.07,2.97,0.93,1.42,0.37,17,0
GHY-APDJ,12010,85,RNY,Rangiya Jn,30,2025-03-27 17:27:49.099664727,2025-03-27 17:37:03.824034178,9.2,1.05,0.83,2.66,0.79,-3.47,5.28,17,1
GHY-APDJ,12010,85,NBQ,New Bongaigaon,180,2025-03-27 19:46:54.597988363,2025-03-27 19:58:39.519355681,11.7,1.01,1.22,0.81,0.13,4.34,0.0,19,2
GHY-APDJ,12010,85,KOJ,Kokrajhar,220,2025-03-27 20:24:00.064207999,2025-03-27 20:42:10.676469474,18.2,1.15,1.38,0.11,2.25,7.59,0.0,20,3
GHY-APDJ,12010,85,APDJ,Alipurduar Jn,300,2025-03-27 21:38:10.996647272,2025-03-27 21:50:21.457106392,12.2,0.99,0.9,1.48,-0.11,-1.93,0.0,21,4
GHY-APDJ,12010,86,GHY,Guwahati,0,2025-03-28 09:00:00.000000000,2025-03-28 09:11:03.739636816,11.1,1.05,1.32,0.03,0.72,6.42,3.89,9,0
GHY-APDJ,12010,86,RNY,Rangiya Jn,30,2025-03-28 09:27:49.099664727,2025-03-28 09:42:47.796819856,15.0,1.12,1.23,0.94,1.77,4.52,0.0,9,1
GHY-APDJ,12010,86,NBQ,New Bongaigaon,180,2025-03-28 11:46:54.597988363,2025-03-28 11:56:31.460724911,9.6,0.98,0.95,0.44,-0.25,-1.06,0.0,11,2
GHY-APDJ,12010,86,KOJ,Kokrajhar,220,2025-03-28 12:24:00.064207999,2025-03-28 12:35:30.013843166,11.5,1.01,1.16,1.52,0.11,3.14,0.0,12,3
GHY-APDJ,12010,86,APDJ,Alipurduar Jn,300,2025-03-28 13:38:10.996647272,2025-03-28 13:47:08.289692110,9.0,0.99,1.03,0.43,-0.13,0.6,0.0,13,4
GHY-APDJ,12010,87,GHY,Guwahati,0,2025-03-29 06:00:00.000000000,2025-03-29 06:00:21.953260144,0.4,1.06,0.9,1.34,0.95,-1.93,0.0,6,0
GHY-APDJ,12010,87,RNY,Rangiya Jn,30,2025-03-29 06:27:49.099664727,2025-03-29 06:27:49.099664727,0.0,1.03,0.81,0.57,0.45,-3.72,0.0,6,1
GHY-APDJ,12010,87,NBQ,New Bongaigaon,180,2025-03-29 08:46:54.597988363,2025-03-29 08:51:45.507386356,4.8,0.75,1.36,1.31,-3.68,7.22,0.0,8,2
GHY-APDJ,12010,87,KOJ,Kokrajhar,220,2025-03-29 09:24:00.064207999,2025-03-29 09:34:12.029155515,10.2,0.98,1.34,0.29,-0.36,6.88,0.0,9,3
GHY-APDJ,12010,87,APDJ,Alipurduar Jn,300,2025-03-29 10:38:10.996647272,2025-03-29 10:58:28.847821277,20.3,1.07,1.11,0.47,1.12,2.22,9.35,10,4
GHY-APDJ,12010,88,GHY,Guwahati,0,2025-03-30 20:00:00.000000000,2025-03-30 20:11:22.367129827,11.4,1.12,1.4,1.51,1.75,8.05,0.06,20,0
GHY-APDJ,12010,88,RNY,Rangiya Jn,30,2025-03-30 20:27:49.099664727,2025-03-30 20:44:38.613519697,16.8,1.1,1.35,0.28,1.56,7.03,0.0,20,1
GHY-APDJ,12010,88,NBQ,New Bongaigaon,180,2025-03-30 22:46:54.597988363,2025-03-30 23:02:20.431542545,15.4,1.06,1.04,1.73,0.84,0.77,0.32,22,2
GHY-APDJ,12010,88,KOJ,Kokrajhar,220,2025-03-30 23:24:00.064207999,2025-03-30 23:38:55.162224456,14.9,0.97,1.12,0.23,-0.44,2.41,1.91,23,3
GHY-APDJ,12010,88,APDJ,Alipurduar Jn,300,2025-03-31 00:38:10.996647272,2025-03-31 00:49:33.752761168,11.4,1.02,1.02,0.18,0.29,0.46,0.0,0,4
GHY-APDJ,12010,89,GHY,Guwahati,0,2025-03-31 05:00:00.000000000,2025-03-31 05:01:09.770446849,1.2,1.06,0.97,0.9,0.91,-0.65,0.0,5,0
GHY-APDJ,12010,89,RNY,Rangiya Jn,30,2025-03-31 05:27:49.099664727,2025-03-31 05:29:20.733032744,1.5,0.92,1.0,1.84,-1.22,0.1,0.0,5,1
GHY-APDJ,12010,89,NBQ,New Bongaigaon,180,2025-03-31 07:46:54.597988363,2025-03-31 07:54:09.670127286,7.3,0.86,1.39,0.48,-2.03,7.73,0.0,7,2
GHY-APDJ,12010,89,KOJ,Kokrajhar,220,2025-03-31 08:24:00.064207999,2025-03-31 08:41:06.117984354,17.1,0.9,1.38,1.3,-1.49,7.59,4.63,8,3
GHY-APDJ,12010,89,APDJ,Alipurduar Jn,300,2025-03-31 09:38:10.996647272,2025-03-31 09:57:00.110961658,18.8,0.95,1.34,0.75,-0.72,6.82,0.0,9,4
GHY-APDJ,12010,90,GHY,Guwahati,0,2025-04-01 09:00:00.000000000,2025-04-01 09:04:44.463193478,4.7,0.94,1.26,0.39,-0.85,5.2,0.0,9,0
GHY-APDJ,12010,90,RNY,Rangiya Jn,30,2025-04-01 09:27:49.099664727,2025-04-01 09:37:35.278323676,9.8,0.91,1.26,0.0,-1.34,5.26,2.53,9,1
GHY-APDJ,12010,90,NBQ,New Bongaigaon,180,2025-04-01 11:46:54.597988363,2025-04-01 11:56:27.558575298,9.5,1.16,1.0,0.28,2.39,0.05,0.0,11,2
GHY-APDJ,12010,90,KOJ,Kokrajhar,220,2025-04-01 12:24:00.064207999,2025-04-01 12:47:38.574542746,23.6,1.07,1.06,7.15,1.05,1.24,7.52,12,3
GHY-APDJ,12010,90,APDJ,Alipurduar Jn,300,2025-04-01 13:38:10.996647272,2025-04-01 13:57:23.844962169,19.2,1.06,1.05,0.28,0.84,1.08,0.46,13,4
GHY-APDJ,12010,91,GHY,Guwahati,0,2025-04-02 04:00:00.000000000,2025-04-02 04:01:25.392554762,1.4,0.99,1.0,0.04,-0.17,-0.06,1.61,4,0
GHY-APDJ,12010,91,RNY,Rangiya Jn,30,2025-04-02 04:27:49.099664727,2025-04-02 04:29:31.634931504,1.7,0.94,1.06,0.4,-0.88,1.19,0.0,4,1
GHY-APDJ,12010,91,NBQ,New Bongaigaon,180,2025-04-02 06:46:54.597988363,2025-04-02 06:51:40.590055897,4.8,1.09,1.02,1.79,1.37,0.41,0.0,6,2
GHY-APDJ,12010,91,KOJ,Kokrajhar,220,2025-04-02 07:24:00.064207999,2025-04-02 07:33:24.532626454,9.4,0.87,1.28,2.42,-1.89,5.55,0.0,7,3
GHY-APDJ,12010,91,APDJ,Alipurduar Jn,300,2025-04-02 08:38:10.996647272,2025-04-02 09:00:33.623840678,22.4,1.0,1.19,0.43,0.03,3.89,11.43,8,4
GHY-APDJ,12010,92,GHY,Guwahati,0,2025-04-03 07:00:00.000000000,2025-04-03 07:09:13.217266876,9.2,1.1,1.3,1.63,1.5,6.08,0.0,7,0
GHY-APDJ,12010,92,RNY,Rangiya Jn,30,2025-04-03 07:27:49.099664727,2025-04-03 07:41:48.870492476,14.0,0.87,1.47,0.07,-2.01,9.48,0.0,7,1
GHY-APDJ,12010,92,NBQ,New Bongaigaon,180,2025-04-03 09:46:54.597988363,2025-04-03 09:59:18.455861550,12.4,0.86,1.18,1.03,-2.12,3.7,0.0,9,2
GHY-APDJ,12010,92,KOJ,Kokrajhar,220,2025-04-03 10:24:00.064207999,2025-04-03 10:33:36.681671849,9.6,1.02,1.03,0.03,0.35,0.56,0.0,10,3
GHY-APDJ,12010,92,APDJ,Alipurduar Jn,300,2025-04-03 11:38:10.996647272,2025-04-03 11:49:41.240992615,11.5,0.96,1.13,0.41,-0.66,2.5,2.52,11,4
GHY-APDJ,12010,93,GHY,Guwahati,0,2025-04-04 17:00:00.000000000,2025-04-04 17:05:44.852814082,5.7,0.99,1.04,4.56,-0.13,0.9,0.42,17,0
GHY-APDJ,12010,93,RNY,Rangiya Jn,30,2025-04-04 17:27:49.099664727,2025-04-04 17:29:16.770278247,1.5,0.93,0.9,0.6,-1.09,-2.07,0.0,17,1
GHY-APDJ,12010,93,NBQ,New Bongaigaon,180,2025-04-04 19:46:54.597988363,2025-04-04 19:50:26.001762403,3.5,0.96,1.14,0.42,-0.64,2.72,0.0,19,2
GHY-APDJ,12010,93,KOJ,Kokrajhar,220,2025-04-04 20:24:00.064207999,2025-04-04 20:31:15.236078283,7.3,0.84,1.25,1.38,-2.45,4.9,0.96,20,3
GHY-APDJ,12010,93,APDJ,Alipurduar Jn,300,2025-04-04 21:38:10.996647272,2025-04-04 21:39:53.315372500,1.7,0.86,0.93,0.22,-2.17,-1.42,0.0,21,4
GHY-APDJ,12010,94,GHY,Guwahati,0,2025-04-05 12:00:00.000000000,2025-04-05 12:03:51.461047934,3.9,1.14,0.95,2.67,2.13,-0.94,0.0,12,0
GHY-APDJ,12010,94,RNY,Rangiya Jn,30,2025-04-05 12:27:49.099664727,2025-04-05 12:28:59.091623928,1.2,0.92,0.95,0.71,-1.23,-1.01,0.0,12,1
